patient,auc,auc_pr,sensitivity,specificity,precision,f1,balanced_accuracy,fpr_per_hour,best_hp
chb01,0.48876045766113274,0.22866455911111783,0.9763513513513513,0.06750241080038573,0.2300955414012739,0.3724226804123711,0.5219268810758685,2.0829315332690452,"{""clf__C"": 10.0}"
chb02,0.432263015227617,0.4377415631652054,0.23310810810810811,0.7728613569321534,0.4726027397260274,0.31221719457013575,0.5029847325201308,1.0619469026548674,"{""clf__C"": 10.0}"
chb03,0.34326178236078125,0.245633410399722,0.972972972972973,0.035595105672969966,0.3325635103926097,0.495697074010327,0.5042840393229715,2.402669632925473,"{""clf__C"": 10.0}"
chb04,0.4570055697589481,0.19268286270751298,0.18243243243243243,0.893918918918919,0.2559241706161137,0.21301775147928992,0.5381756756756757,0.972972972972973,"{""clf__C"": 0.1}"
chb05,0.5124454351258475,0.44170759691273864,0.9436936936936937,0.10996563573883161,0.4471718249733191,0.6068066618392469,0.5268296647162627,2.4742268041237114,"{""clf__C"": 10.0}"
chb06,0.5587876567020251,0.20419754553677588,0.712632594021215,0.3952,0.19638586234387456,0.30791666666666667,0.5539162970106075,1.8719999999999999,"{""clf__C"": 1.0}"
chb07,0.484464082817826,0.15561299698345865,0.9438202247191011,0.0750561797752809,0.1694915254237288,0.2873759835785152,0.509438202247191,1.9415730337078652,"{""clf__C"": 1.0}"
chb08,0.5027406762773217,0.6210026779667159,0.1524966261808367,0.9252336448598131,0.738562091503268,0.25279642058165547,0.5388651355203249,1.3457943925233644,"{""clf__C"": 10.0}"
chb09,0.46882230729160357,0.18913920207144158,0.9662162162162162,0.08157776781712237,0.2182373140022892,0.35605353252412075,0.5238969920166693,1.9363514119229046,"{""clf__C"": 1.0}"
chb10,0.6475059726611,0.31899914492997683,0.5844594594594594,0.659046374918354,0.33205374280230326,0.423500611995104,0.6217529171889067,1.9986936642717177,"{""clf__C"": 10.0}"
chb13,0.5370920022451174,0.3504166900902419,0.8175675675675675,0.27983104540654696,0.3473684210526316,0.48757555406312963,0.5486993064870572,2.2808870116156283,"{""clf__C"": 10.0}"
chb14,0.5179336440126528,0.5449671077214145,0.8397932816537468,0.2183406113537118,0.5475989890480202,0.6629270780214177,0.5290669465037293,3.1441048034934496,"{""clf__C"": 10.0}"
chb15,0.6254140625000001,0.2496814669185072,0.665625,0.53625,0.22303664921465968,0.3341176470588235,0.6009375,2.025,"{""clf__C"": 0.1}"
chb16,0.3940761438233248,0.3534961532004356,0.008645533141210375,1.0,1.0,0.017142857142857147,0.5043227665706052,0.0,"{""clf__C"": 10.0}"
chb17,0.5347984703453453,0.5646956834738884,0.46396396396396394,0.625,0.5885714285714285,0.5188916876574307,0.5444819819819819,1.875,"{""clf__C"": 10.0}"
chb18,0.44022590186753274,0.4182622977653496,0.956081081081081,0.05007153075822604,0.46016260162601624,0.6212952799121844,0.5030763059196536,2.575107296137339,"{""clf__C"": 10.0}"
chb19,0.32265291607396873,0.2896871354530084,0.02027027027027027,0.9831578947368421,0.42857142857142855,0.03870967741935484,0.5017140825035562,0.0,"{""clf__C"": 10.0}"
chb20,0.4635208105812401,0.36973324505332694,0.981029810298103,0.041044776119402986,0.4132420091324201,0.5815261044176707,0.511037293208753,2.014925373134328,"{""clf__C"": 10.0}"
chb22,0.3639955745218903,0.2997011791708245,1.0,0.001949317738791423,0.36633663366336633,0.5362318840579711,0.5009746588693957,2.1052631578947367,"{""clf__C"": 10.0}"
chb23,0.554883273668977,0.37442186149885787,0.39144736842105265,0.7185238784370478,0.379585326953748,0.3854251012145749,0.5549856234290502,1.8234442836468885,"{""clf__C"": 1.0}"
chb24,0.48703452148771,0.41264776934510045,0.16187433439829607,0.9471496437054632,0.6307053941908713,0.25762711864406784,0.5545119890518796,0.21377672209026127,"{""clf__C"": 1.0}"
MEAN,0.4827,0.3459,0.6178,0.4484,0.418,0.3843,0.5331,1.7213,
STD,0.0835,0.1295,0.3638,0.3767,0.2016,0.1773,0.0324,0.8401,
